"station","name","latitude","longitude"
"71697199999","LANSDOWNE HOUSE LWIS, CA","52.2","-87.93"
"2521099999","BERGARUD, SW","58.6","12.4166666"
"71771099999","CUMSHEWA ISLAND BC, CA","53.0333333","-131.6"
"15316099999","CUNTU, RO","45.3","22.5166666"
"86855099999","CAMPOS, BR","-21.7166666","-41.35"
"47169099999","HEUKSANDO, KS","34.687176","125.451042"
"98428099999","SANGLEY POINT AB, RP","14.495364","120.904075"
"6645099999","RUENENBERG, SZ","47.4333333","7.8833333"
"54386099999","CHANGBAI, CH","41.4166666","128.1833333"
"33393099999","LVIV INTERNATIONAL, UP","49.8125","23.956111"
"93985099999","CHATHAM ISLAND AERODROME AWS, NZ","-43.8166666","-176.4833333"
"60607099999","TIMIMOUN, AG","29.237119","0.276033"
"11730099999","SERAK, EZ","50.1833333","17.1166666"
"76405699999","LOS CABOS INTERNATIONAL, MX","23.15185","-109.721044"
"26179099999","NOVGOROD, RS","58.5166666","31.25"
"17160099999","KIRSEHIR, TU","39.15","34.1666666"
"40305099999","JAFER, JO","30.2833333","36.15"
"86086099999","PUERTO CASADO, PA","-22.2833333","-57.9333333"
"43404099999","JAFFNA, CE","9.65","80.0166666"
"91356000493","KOSRAE INTERNATIONAL AIRPORT, FM FM","5.3544","162.9533"
"8130099999","ZAMORA, SP","41.5166666","-5.7333333"
"10335099999","BUCKEBURG, GM","52.2785","9.082167"
"89667099999","PEGASUS NORTH, AY","-77.95","166.5"
"60200099999","BOUARFA, MO","32.5666666","-1.95"
"17120099999","BILECIK, TU","40.15","29.9666666"
"46770099999","CHING CHUAN KANG AB, TW","24.264668","120.62058"
"72383023187","SANDBERG, CA US","34.74361","-118.72528"
"72311603742","DARLINGTON CO JETPORT AIRPORT, SC US","34.46583","-79.89028"
"31538099999","SUTUR, RS","50.0666666","132.1333333"
"26381099999","DEMJANSK, RS","57.65","32.4666666"
"3238099999","ALBEMARLE, UK","55.0166666","-1.8666666"
"72446453916","CHILLICOTHE AGRI SCIENCE CENTER, MO US","39.819848","-93.576951"
"6279099999","HOOGEVEEN AWS, NL","52.7333333","6.5730556"
"2243099999","JUNSELE, SW","63.6833333","16.95"
"31832099999","BIKIN, RS","46.8","134.2666666"
"40829099999","ZABOL, IR","31.098333","61.543889"
"27675099999","PORETSKOE, RS","55.1833333","46.3333333"
"86937099999","SAO MIGUEL DO OESTE, BR","-26.7833333","-53.5"
"72552494958","ORD EVELYN SHARP FIELD, NE US","41.62333","-98.94833"
"41759099999","PASNI, PK","25.290161","63.344425"
"42782099999","BILASPUR, IN","21.9884","82.110983"
"72271093045","TRUTH OR CONSEQUENCES MUNICIPAL AIRPORT, NM US","33.23667","-107.26806"
"99769699999","LA PUSH, WA US","47.92","-124.63"
"70365526552","HUSLIA AIRPORT, AK US","65.69778","-156.35139"
"64453099999","DJAMBALA, CF","-2.5333333","14.7666667"
"60612099999","TIRIRINE, AG","22.05","8.5833333"
"38462099999","PSKEM, UZ","41.9","70.3666666"
"71433099999","CARIBOU ISLAND AUT ONT, CA","47.3333333","-85.8333333"
"71186099999","CAP ROUGE QUE, CA","48.3666666","-70.5333333"
"2440099999","AMOT, SW","60.9666666","16.4333333"
"72221292814","ST AUGUSTINE AIRPORT, FL US","29.95917","-81.33972"
"2845099999","ROVANIEMI, FI","66.564822","25.830411"
"47192099999","JINJU, KS","35.1666666","128.0333333"
"26238099999","RUJIENA, LG","57.9","25.3833333"
"35475099999","SHUBARKUL, KZ","49.0166666","68.6666666"
"84628099999","JORGE CHAVEZ INTERNATIONAL, PE","-12.021889","-77.114319"
"47755099999","HAMADA, JA","34.9","132.0666666"
"67877099999","GRASSLANDS, ZI","-18.1833333","31.4666666"
"74735553997","COMANCHE CO CITY AIRPORT, TX US","31.91667","-98.60028"
"72607014606","BANGOR INTERNATIONAL AIRPORT, ME US","44.79791","-68.81852"
"72494523293","SAN JOSE INTERNATIONAL AIRPORT, CA US","37.3591","-121.924"
"40155099999","HAIFA, IS","32.809444","35.043056"
"68493099999","PRINCE MANGOSUTHU BUTHELEZI, SF","-28.320586","31.416519"
"72698524242","PORTLAND TROUTDALE AIRPORT, OR US","45.55111","-122.40889"
"8280099999","ALBACETE, SP","38.948528","-1.863517"
"27113099999","CHEREPOVEC, RS","59.2666666","38.0166666"
"71926099999","BAKER LAKE, CA","64.298889","-96.077778"
"65473099999","TEMA, GH","5.6166667","0"
"38232099999","AKKUDUK, KZ","42.9666666","54.1166666"
"71513099999","NATASHQUAN A, CA","50.1833333","-61.7833333"
"47426099999","URAKAWA, JA","42.1666666","142.7833333"
"62052599999","MITIGA, LY","32.894085","13.276"
"71207099999","SQUAMISH BC, CA","49.7833333","-123.1666666"
"72479723176","MILFORD MUNICIPAL AIRPORT, UT US","38.42251","-113.01089"
"85268099999","ROBORE CIV MIL, BL","-18.3166667","-59.75"
"71102099999","RIVERCOURSE AGCM, CA","53.0166666","-110.1"
"72281353146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","31.60563","-110.42809"
"40853099999","BAFT, IR","29.2333333","56.5666666"
"81831099999","QUIXERAMOBIM, BR","-5.1666666","-39.2833333"
"10224099999","BREMEN, GM","53.0475","8.786667"
"94785099999","KEMPSEY AIRPORT AWS, AS","-31.0666666","152.7666666"
"15208099999","ALBA IULIA, RO","46.0666666","23.5666666"
"74782053860","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","30.3361","-81.5147"
"72446003947","KANSAS CITY INTERNATIONAL AIRPORT, MO US","39.29747","-94.73087"
"67541099999","KASEMPA, ZA","-13.5333333","25.85"
"99840799999","HOLLAND, MI US","42.768","-86.201"
"94653099999","CEDUNA AMO, AS","-32.1333333","133.7"
"3334099999","MANCHESTER, UK","53.353744","-2.27495"
"86560099999","LAGUNA DE LOS PATOS INTERNATIONAL, UY","-34.456408","-57.770617"
"15434099999","SLATINA, RO","44.4333333","24.35"
"34704099999","MELITOPOL, UP","46.8333333","35.3666666"
"72514654773","FULTON OSWEGO CO AIRPORT, NY US","43.35037","-76.38316"
"7103099999","POINTE DU RAZ, FR","48.0333333","-4.7333333"
"72694024232","SALEM AIRPORT MCNARY FIELD, OR US","44.90488","-123.00103"
"6278099999","HEINO AWS, NL","52.4333333","6.2666666"
"60511099999","BOU CHEKIF, AG","35.341136","1.463147"
"71500099999","GLENEVIS AGCM, CA","53.8166666","-114.5333333"
"72267823052","RATON MUNICIPAL CREWS FIELD AIRPORT, NM US","36.74177","-104.50764"
"71354099999","MUNDARE AGDM ALTA, CA","53.5666666","-112.3"
"91610099999","BONRIKI INTERNATIONAL, KR","1.381636","173.147036"
"72672024061","RIVERTON REGIONAL AIRPORT, WY US","43.06217","-108.44705"
"12847099999","TAT, HU","47.75","18.6"
"33638099999","KHUST, UP","48.1833333","23.3"
"11933099999","STRBSKE PLESO, LO","49.1166666","20.0833333"
"72208994959","GALESBURG MUNICIPAL AIRPORT, IL US","40.93333","-90.43333"
"44474099999","TAPLEJUNG, NP","27.35","87.6666667"
"26318099999","STENDE, LG","57.1833333","22.55"
"72503814714","STEWART FIELD, NY US","41.5","-74.1"
"16215099999","CIVITAVECCHIA, IT","42.02","11.82"
"71224099999","DEL BONITA AGDM ALTA, CA","49.05","-112.8166666"
"72034253947","WATONGA AIRPORT, OK US","35.86444","-98.42056"
"72269393097","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","32.83972","-105.99056"
"72530594892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","41.89641","-88.25119"
"66390099999","LUBANGO, AO","-14.924733","13.575022"
"27957099999","KIRSANOV, RS","52.6666666","42.7166666"
"23804599999","OSTAFYEVO, RS","55.508","37.505"
"65260099999","UYO, NI","5.05","7.9166666"
"40066099999","SAFITA, SY","34.8166666","36.1333333"
"2915099999","VIITASAARI, FI","63.0833333","25.8666667"
"72446803967","OLATHE JOHNSON CO EXECUTIVE AIRPORT, KS US","38.85","-94.73917"
"33562099999","VINNYTSIA, UP","49.2333333","28.6"
"14246099999","VARAZDIN, HR","46.294724","16.38125"
"93597099999","CAPE CAMPBELL AWS, NZ","-41.7166666","174.2666666"
"94974099999","CAPE SORELL, AS","-42.1986111","145.17"
"72672024061","RIVERTON REGIONAL AIRPORT, WY US","43.06417","-108.45889"
"68004099999","OTJIWARONGO, WA","-20.43","16.67"
"34936099999","KROPOTKIN, RS","45.4333333","40.5666666"
"96739099999","TANGERANG BUDIARTO AIRPORT, ID","-6.3","106.5666666"
"92076099999","KAVIENG W.O., PP","-2.5666666","150.8166666"
"44438099999","BHAIRAHAWA, NP","27.505703","83.41625"
"72550014942","OMAHA EPPLEY AIRFIELD, NE US","41.3102","-95.8991"
"54401099999","ZHANGJIAKOU, CH","40.7833333","114.8833333"
"72282303749","CAMP DAVID, MD US","39.645","-77.468"
"16541099999","PERDASDEFOGU, IT","39.6666667","9.4333333"
"2561099999","KVARN, SW","58.65","15.4333333"
"59287099999","BAIYUN INTERNATIONAL, CH","23.392436","113.298786"
"71817099999","MARYS HARBOUR, CA","52.3","-55.8333333"
"33301299999","MYKOLAIV, UP","47.05","31.917"
"72534213809","LAWRENCEVILLE VINCENNES INTERNATIONAL AIRPORT, IL US","38.76046","-87.59902"
"3583035034","LAKENHEATH RAF, UK","52.4","0.56667"
"16260099999","GINA LISA, IT","41.4333333","15.5333333"
"12920099999","KESZTHELY, HU","46.73556","17.23861"
"72453013969","PONCA CITY MUNICIPAL AIRPORT, OK US","36.73689","-97.10234"
"68747099999","FORT BEAUFORT, SF","-32.7833333","26.6333333"
"3797035047","MANSTON, ENG UK","51.342222","1.346111"
"62414099999","ASWAN INTERNATIONAL, EG","23.964356","32.819975"
"27962199999","VOSTOCHNY, RS","54.401017","48.802656"
"80354099999","FLORENCIA CAPITOLIO, CO","1.6","-75.5333333"
"72282693762","FOUNTAIN DALE SITE R HELIPAD, PA US","39.73333","-77.43333"
"1291099999","GARTLAND, NO","64.5333333","12.3833333"
"94681099999","NURIOOTPA VITICULTURAL, AS","-34.4833333","139"
"99779699999","POINT BISHOP, AK US","58.2","-134.1333333"
"83248099999","DEPUTADO LUIS EDUARDO MAGALHAES, BR","-12.910994","-38.331044"
"70200526647","ST MARYS AIRPORT, AK US","62.06167","-163.3"
"34646099999","CIMLJANSK, RS","47.6333333","42.1166666"
"83460099999","PORTO SEGURO, BR","-16.438639","-39.080917"
"54751099999","CHANG DAO, CH","37.9333333","120.7166666"
"99999925382","YAKUTAT 3 SSE, AK US","59.5087","-139.685"
"71208099999","BIG TROUT LAKE, CA","53.8166666","-89.9"
"40948099999","KABUL INTERNATIONAL, AF","34.565853","69.212328"
"68368099999","JOHANNESBURG INTERNATIONAL, SF","-26.139166","28.246"
"72210703056","GAINES CO AIRPORT, TX US","32.67528","-102.65444"
"35085099999","AKKOL, KZ","52","70.95"
"99819599999","NAWILIWILI, HI US","21.95","-159.35"
"68264399999","WONDERBOOM, SF","-25.653858","28.224231"
"40621099999","KIRKUK AB, IZ","35.469478","44.348933"
"99801699999","WEEKS BAY RESERVE, AL US","30.4166666","-87.8333333"
"6658099999","ALPNACH, SZ","46.943889","8.284167"
"89674099999","WILLIAMS FIELD, AY","-77.867358","167.056572"
"72068499999","PHIFER AFLD, WY US","42.05","-104.9333333"
"71445099999","GEORGE ISLAND AUT MAN, CA","52.8166666","-97.6"
"61733099999","FATOTO, GA","13.6666667","-14.4666667"
"43001099999","DAHANU, IN","19.9666666","72.7166666"
"32076099999","POGRANICHNOE, RS","50.4","143.7666666"
"59431099999","WUXU, CH","22.608267","108.172442"
"70340025506","ILIAMNA AIRPORT, AK US","59.7494","-154.9089"
"4260599999","FREDICKSHAB PAAMIUT AIRPORT, GL","61.9833333","-49.7"
"50963099999","TONGHE, CH","45.9666666","128.7333333"
"72643894994","BOSCOBEL AIRPORT, WI US","43.15611","-90.6775"
"52996099999","HUAJIALING, CH","35.3833333","105"
"68393099999","LAVUMISA, WZ","-27.2666666","31.8166666"
"33749099999","BRAVICEA, MD","47.3666666","28.4333333"
"68920099999","CAPE AGULHAS, SF","-34.8333333","20.0166666"
"6079099999","ANHOLT, DA","56.7166666","11.5166666"
"94130099999","BRADSHAW, AS","-14.95","130.8"
"71846099999","LANSDOWNE HOUSE AUT ONT, CA","52.1833333","-87.9333333"
"72226013895","MONTGOMERY AIRPORT, AL US","32.2997","-86.40745"
"72063100217","MARLBORO CO JETPPORT H E AVENT FIELD, SC US","34.617","-79.733"
"72038353847","WHITING FIELD NAS SOUTH, FL US","30.70444","-87.02306"
"95678099999","MOUNT LOFTY, AS","-34.9666666","138.7"
"82984099999","SENADOR NILO COELHO, BR","-9.362411","-40.569097"
"71056099999","FORT CHIPEWYAN RCS, CA","58.7666666","-111.1166666"
"37880099999","VOROTANI LERNANTCK, AM","39.6833333","45.7166666"
"71196699999","POOLS ISLAND, CA","49.1166666","-53.5833333"
"34321099999","VALUJKI, RS","50.2166666","38.1"
"2411099999","ARVIKA, SW","59.675856","12.639442"
"99407099999","DESTRUCTION IS. WA, WA US","47.68","-124.49"
"84056099999","TOMALON, EC","0.033","-78.233"
"82808099999","TARAUACA, BR","-8.155256","-70.783269"
"71458099999","VEGREVILLE ALTA, CA","53.5166666","-112.1"
"91366040604","KWAJALEIN, MH RM","8.73333","167.73333"
"78707099999","YORO, HO","15.1666667","-87.1166667"
"74499404741","SCHENECTADY, NY US","42.85","-73.95"
"72031503045","PERRYTON OCHILTREE CO AIRPORT, TX US","36.41389","-100.74972"
"65306099999","KANDI, BN","11.1333333","2.9333333"
"99999963826","BLACKVILLE 3 W, SC US","33.355","-81.3279"
"40580099999","RABYAH, KU","29.3","47.9333333"
"60381099999","EL HARRACH, AG","36.7166666","3.15"
"58472099999","SHENGSI, CH","30.7333333","122.45"
"11242099999","ST RADEGUND, AU","47.1666666","15.4833333"
"99426099999","SABINE TX, US","29.67","-94.05"
"2231099999","FOLLINGE, SW","63.6833333","14.6"
"93546099999","NELSON AERODROME AWS, NZ","-41.3","173.2"
"60772099999","TATAOUINE, TS","32.9166666","10.45"
"47028099999","SUPUNG, KN","40.45","124.9333333"
"72029553972","HILLSBORO MUNICIPAL AIRPORT, TX US","32.08361","-97.09722"
"68267699999","SELEBI PHIKWE, BC","-22.05835","27.828767"
"87374099999","GENERAL URQUIZA, AR","-31.794778","-60.480361"
"74531093065","COLORADO SPRINGS USAF ACADEMY, CO US","38.96667","-104.81667"
"72455503936","MANHATTAN ASOS, KS US","39.13456","-96.67894"
"47933042215","FUTENMA, JA","26.26667","127.75"
"72367623048","TUCUMCARI MUNICIPAL AIRPORT, NM US","35.18052","-103.60144"
"63708099999","KISUMU, KE","-0.086139","34.728892"
"47857099999","MIYAZAKI, JA","31.877222","131.448611"
"72057800176","STEPHENS CO AIRPORT, TX US","32.717","-98.892"
"67673099999","PETAUKE, ZA","-14.25","31.2833333"
"17052099999","KIRKLARELI, TU","41.7333333","27.2333333"
"3683099999","STANSTED, UK","51.885","0.235"
"32165099999","JUZHNO KURIL SK, RS","44.0166666","145.8666666"
"72380523179","NEEDLES AIRPORT, CA US","34.76783","-114.61842"
"1450099999","MOSSTRAND II, NO","59.8333333","8.1833333"
"71793099999","HEMARUKA AGCM, CA","51.7833333","-111.2166666"
"6377099999","ELL AWS, NL","51.2","5.7666666"
"2763099999","TAMPERE HARMALA, FI","61.4666666","23.75"
"72666524062","WORLAND MUNICIPAL AIRPORT, WY US","43.96538","-107.95016"
"72217513860","WARNER ROBINS AFB, GA US","32.63333","-83.6"
"68927099999","STILBAAI, SF","-34.3666666","21.3833333"
"2629099999","HASTVEDA, SW","56.2833333","13.9333333"
"72443093989","QUINCY REGIONAL AIRPORT, IL US","39.93709","-91.19661"
"2702099999","INARI KAAMANEN, FI","69.1333333","27.2666666"
"99999954918",NULL,NULL,NULL
"72242953910","HOUSTON HOOKS MEMORIAL AIRPORT, TX US","30.0675","-95.55611"
"67977099999","BUFFALO RANGE, ZI","-21.008083","31.57855"
"86450099999","YOUNG, UY","-32.6833333","-57.6333333"
"40419499999","JUBAIL, SA","27.039028","49.405083"
"71919499999","KUGAARUK, CA","68.534444","-89.808056"
"64211099999","KINSHASA N DOLO, CG","-4.3166666","15.3166666"
"27208099999","MAKSATIKHA, RS","57.8","35.8833333"
"61699099999","KEDOUGOU, SG","12.572292","-12.220333"
"48329099999","LAMPHUN, TH","18.5666666","99.0333333"
"71327099999","HALIFAX WINDSOR PARK, CA","44.65","-63.6166666"
"71930099999","WHITECOURT A, CA","54.15","-115.7833333"
"47740099999","SAIGO, JA","36.2","133.3333333"
"72637594817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","42.66314","-83.41016"
"72091600453","GREEN CANYON 338, LA US","27.63","-90.45"
"71035999999","LAC MEMPHREMAGOG, CA","45.27","-72.17"
"11880099999","DUDINCE, LO","48.1666666","18.8666666"
"26629099999","KAUNAS, LH","54.8833333","23.8333333"
"17241099999","SULEYMAN DEMIREL, TU","37.855417","30.368397"
"94337099999","JULIA CREEK, AS","-20.6666666","141.7333333"
"40176199999","MAHANAIM I BEN YAAKOV, IS","32.981047","35.571908"
"94295099999","LUCINDA POINT AWS, AS","-18.5166666","146.3833333"
"72097600345","LORDSBURG MUNICIPAL AIRPORT, NM US","32.333","-108.691"
"72479694128","LOGAN CACHE AIRPORT, UT US","41.7865","-111.85188"
"71408099999","SAGONA ISLAND NFLD, CA","47.3666666","-55.7833333"
"8545099999","PORTO, PO","41.248055","-8.681389"
"72344853934","BATESVILLE REGIONAL AIRPORT, AR US","35.72611","-91.64722"
"6197099999","NEXOE VEST, DA","55.05","15.1"
"72646854913","PHILLIPS PRICE CO AIRPORT, WI US","45.70889","-90.40222"
"99734899999","KEY WEST, FL US","24.55","-81.8"
"95754099999","MERRIWA ROSCOMMON, AS","-32.1833333","150.1666666"
"72529400383","ANSON CO AIRPORT JEFF CLOUD FIELD, NC US","35.017","-80.083"
"15730099999","KURDJALI, BU","41.65","25.3833333"
"71141099999","GATESHEAD ISLAND, CA","70.6333333","-100.2666666"
"2233099999","SAXNAS, SW","64.9666666","15.3833333"
"48602399999","SULTAN AZLAN SHAH, MY","4.567972","101.092194"
"6193099999","HAMMER ODDE FYR, DA","55.3","14.7666666"
"89832099999","D 10, AY","-66.7166666","139.8333333"
"72066800246","EAST BREAKS OIL PLATFORM, TX US","27.817","-94.317"
"72241012917","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","29.95056","-94.02056"
"94631099999","ROCKY GULLY, AS","-34.5666666","117.0166666"
"82353099999","ALTAMIRA, BR","-3.253906","-52.253978"
"22334099999","KASHKARANTSY, RS","66.3333333","36.0166666"
"71601099999","SHEARWATER, CA","44.639721","-63.499444"
"99420099999","STANNARD ROCK MI, MI US","47.18","-87.22"
"31152099999","NEL KAN, RS","57.65","136.15"
"28593099999","BOL SHERECH E, RS","56.1","74.6333333"
"17061099999","SARIYER, TU","41.1333333","29.0666666"
"72306513783","GREENVILLE PITT GREENVILLE AIRPORT, NC US","35.63333","-77.38333"
"47605099999","KANAZAWA, JA","36.5833333","136.6333333"
"72789094197","OMAK, WA US","48.464444","-119.516944"
"8594499999","BOA VISTA RABIL, CV","16.136531","-22.888897"
"44242099999","HADATYN, MG","49.45","107.2"
"1485099999","DANDE GALLEBERG, NO","59.6166666","10.2166666"
"40550099999","ABDALY, KU","30.0666666","47.6833333"
"22768099999","SHENKURSK, RS","62.1","42.9"
"34247099999","KALAC, RS","50.4166666","41.05"
"13615099999","TIRANA RINAS, AL","41.414742","19.720561"
"43399099999","PARO, BT","27.403192","89.424606"
"65562099999","DIMBOKRO CITY, IV","6.65","-4.7"
"29636099999","TOGUCHIN, RS","55.2333333","84.4"
"76255599999","GENERAL JOSE MARIA YANEZ INTERNATIONAL, MX","27.968983","-110.925169"
"2054099999","NEDRE SOPPERO, SW","68.05","21.75"
"99999900288",NULL,NULL,NULL
"72278403184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","33.68833","-112.08167"
"72225153958","RUSTON REGIONAL AIRPORT, LA US","32.51444","-92.58833"
"95322099999","RABBIT FLAT, AS","-20.1833333","130.0166666"
"68400099999","MAKATINI, SF","-27.3833333","32.1833333"
"63740099999","NAIROBI JKIA, KE","-1.319239","36.927775"
"72747394977","CRANE LAKE, MN US","48.26667","-92.48333"
"91962099999","PITCAIRN ISLAND AWS B, PC","-25.0666666","-130.1"
"61235099999","YELIMANE, ML","15.1166666","-10.5666666"
"16409099999","PALERMO BOCCADIFALCO, IT","38.1166666","13.3166666"
"68396099999","MATSAPHA, WZ","-26.529022","31.307519"
"3292099999","BRIDLINGTON MRSC, UK","54.1","-0.1666666"
"26836099999","NOVOGRUDOK, BO","53.6","25.85"
"1383099999","EVENSTAD DIH, NO","61.4","11.0802778"
"2382099999","LUNGO, SW","62.65","18.1"
"72357503950","LAWTON MUNICIPAL AIRPORT, OK US","34.55771","-98.4172"
"2443099999","ENKOPING, SW","59.65","17.1166666"
"6066099999","STAUNING, DA","55.990122","8.353906"
"41522599999","MUZAFFARABAD, PK","34.333","73.517"
"15219099999","ADJUD, RO","46.1","27.1666666"
"23701099999","VESLJANA, RS","62.9833333","50.9"
"61972099999","ILE EUROPA, EU","-22.3333333","40.3333333"
"99726299999","9099018 MARQUETTE C.G. MI, US","46.55","-87.38"
"40414099999","PRINCE SALMAN BIN ABDULAZIZ, SA","24.449867","44.121175"
"72073299999","MUSTANG ISLAND A85A, TX US","27.7333333","-96.1833333"
"97120099999","MAJENE, ID","-2.5","119"
"99816999999","DELAWARE RESERVE, DE US","39.0833333","-75.4333333"
"22802099999","SORTAVALA, RS","61.7166666","30.7166666"
"7040099999","DIEPPE, FR","49.9333333","1.1"
"22829099999","VOSNESEN E, RS","61.0166666","35.4833333"
"72074200270","FAITH RANCH AIRPORT, TX US","28.209","-100.019"
"8014499999","ARMILLA, SP","37.133222","-3.635694"
"72548804955","OELWEIN MUNICIPAL AIRPORT, IA US","42.68083","-91.97444"
"70360525604","PLATINUM AIRPORT, AK US","59.01139","-161.81972"
"72458593997","RUSSELL MUNICIPAL AIRPORT, KS US","38.87611","-98.80917"
"72654014936","HURON REGIONAL AIRPORT, SD US","44.3981","-98.2231"
"42705399999","LEH, IN","34.135872","77.546514"
"72048799999","WARSAW MUNICIPAL, MO US","38.346889","-93.345425"
"63887099999","IRINGA, TZ","-7.668633","35.752114"
"38222099999","TOLE BI, KZ","43.7","73.7833333"
"91631099999","NANUMEA ISLAND, TV","-5.6666667","176.1333333"
"56571099999","XICHANG, CH","27.9","102.2666666"
"2872099999","RAAHE LAPALUOTO HARBOUR, FI","64.6666666","24.4"
"72017199999","WILLIAM L WHITEHURST FIELD, TN US","35.214458","-89.043361"
"65010099999","SADIQ ABUBAKAR III INTERNATIONAL, NI","12.916322","5.207189"
"38388099999","EKEZHE, TX","41.0333333","57.7666666"
"15262099999","LACAUTI, RO","45.8166666","26.3833333"
"23445099999","NADYM, RS","65.4666666","72.6666666"
"11148099999","ST. MICHAEL IM LUNGAU, AU","47.1","13.65"
"72546214937","IOWA CITY MUNICIPAL AIRPORT, IA US","41.63278","-91.54306"
"81994099999","PAO DE ACUCAR, BR","-9.7666666","-37.45"
"60210099999","MOULAY ALI CHERIF, MO","31.9475","-4.398333"
"71414099999","DUPRE AGCM, CA","54.3666666","-110.8666666"
"2903099999","KRUUNUPYY, FI","63.721172","23.143131"
"13067099999","PALIC, RI","46.1","19.7666666"
"2745099999","SALLA NARUSKA, FI","67.1666666","29.1833333"
"72451523064","GARDEN CITY REGIONAL AIRPORT, KS US","37.92722","-100.72472"
"37832099999","BARDA, AJ","40.3666666","47.1166666"
"35361099999","AMANGELDY, KZ","50.1333333","65.2333333"
"31770099999","SOVETSKAYA GAVAN, RS","49","140.3"
"99816799999","KACHEMAK BAY RESERVE, AK US","59.6","-151.4166666"
"12846099999","AGARD, HU","47.1833333","18.6166666"
"86979099999","BENTO GONCALVES, BR","-29.1672222","-51.5347222"
"78970011634","PIARCO INTERNATIONAL AIRPORT, TD","10.58333","-61.35"
"86851099999","JUIZ DE FORA, BR","-21.7666666","-43.3666666"
"47583099999","ODATE NOSHIRO, JA","40.191872","140.371431"
"48407699999","SUKHOTHAI, TH","17.237992","99.818183"
"72508654734","DANBURY MUNICIPAL AIRPORT, CT US","41.37139","-73.48278"
"28044099999","SEROV, RS","59.6","60.5333333"
"27752099999","TEMNIKOV, RS","54.6333333","43.2333333"
"62014099999","BENWLID, LY","31.7405556","13.9572222"
"71910099999","CAPE DORSET A, CA","64.2333333","-76.5333333"
"1238099999","FOKSTUA II, NO","62.1166666","9.2833333"
"72405013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454"
"71791099999","GILT EDGE NORTH AGCM, CA","53.0666666","-110.6166666"
"72251012924","CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US","27.77335","-97.51302"
"67897099999","CHISENGU, ZI","-19.8833333","32.8833333"
"68116099999","GOBABIS, WA","-22.5","18.9666666"
"35078099999","ATBASAR, KZ","51.8166666","68.3666666"
"94662099999","CLEVE AERODROME, AS","-33.7166666","136.5"
"48432099999","SURIN, TH","14.8833333","103.5"
"2705099999","PELKOSENNIEMI PYHATUNTURI, FI","67.0166666","27.2166666"
"6637099999","MEIRINGEN, SZ","46.7166666","8.1666666"
"72798594276","FRIDAY HARBOR AIRPORT, WA US","48.51998","-123.0264"
"63980099999","SEYCHELLES INTERNATIONAL, SE","-4.674342","55.521839"
"59758099999","HAIKOU, CH","20","110.25"
"47642043313","FUSSA YOKOTA AB, JA","35.75","139.35"
"60740399999","HABIB BOURGUIBA INTERNATIONAL, TS","35.758056","10.754722"
"31733099999","ELABUGA, RS","48.8166666","135.8833333"
"72204992805","POMPANO BEACH AIRPARK, FL US","26.25","-80.10833"
"72046700148","GEORGE R CARR MEMORIAL AIR FIELD, LA US","30.817","-89.867"
"72068799999","HEMET RYAN, CA US","33.7333333","-117.0166666"
"94712099999","YOUNG AIRPORT, AS","-34.25","148.25"
"8579099999","LISBOA GAGO COUTINHO, PO","38.7666666","-9.1333333"
"1035099999","LYNGEN GJERDVASSBU, NO","69.5666666","20.1"
"99999904133","HEBER CITY MUNICIPAL AIRPORT, UT US","40.48194","-111.42889"
"89053099999","BASE CARLINI, AY","-62.2333333","-58.6333333"
"29813099999","KRASNOOZERSK, RS","53.9666666","79.2333333"
"60557099999","NAAMA, AG","33.2666666","-0.3"
"7577099999","MONTELIMAR ANCONE, FR","44.5833333","4.7333333"
"42415099999","TEZPUR, IN","26.6166666","92.7833333"
"72313993729","CAPE HATTERAS BILLY MITCHELL FIELD, NC US","35.2326","-75.6219"
"71024099999","FORT VERMILION, CA","58.3833333","-116.0333333"
"25151099999","CHAUN, RS","68.8833333","170.7833333"
"15428099999","GURA PORTITEI, RO","44.6833333","29"
"16475099999","COMISO, IT","36.9833333","14.6166666"
"2812099999","YLITORNIO MELTOSJARVI, FI","66.5333333","24.65"
"72654404958","ORR REGIONAL AIRPORT, MN US","48.01583","-92.85583"
"72505914702","BEDFORD HANSCOM FIELD, MA US","42.47","-71.28944"
"63125299999","DJIBOUTI AMBOULI, DJ","11.55","43.1333333"
"4149099999","KOLKA, IC","65.4","-19.7166666"
"71889099999","PENTICTON, CA","49.463056","-119.602222"
"40288099999","AZRAQ SOUTH, JO","31.8333333","36.8166666"
"53787099999","YUSHE, CH","37.0666666","112.9833333"
"72091400304","EUGENE ISLAND OIL PLATFORM, LA US","28.633","-91.483"
"72522014750","GLENS FALLS AIRPORT, NY US","43.33849","-73.61024"
"84050099999","LA CONCORDIA, EC","0.0166666","-79.3666666"
"72031853965","GRAHAM MUNICIPAL AIRPORT, TX US","33.11","-98.55528"
